Text,Label
'@anantvijay शायर कम जेहादी ज्यादा था!,2
'@iSinghRajni हाँ सभी जेहादी है अब देखो किसका नाम आता है,2
'Vividh Story: अंतराष्ट्रीय क्रिकेट में कोहली ने पूरे किए 12 साल,0
'@AjayLalluINC कांग्रेस पार्टी जिंदाबाद,0
@L00214 @SRiitu @RuhulAman1 मलेच्छ से तो सब अशुद्ध  वैसे भी पुजा समग्री बेचने पर तो खतरा पैदा कर दोगे  आखिर हो तो जेहादी ही,2
'जंग शुरू करना आसान है ख़त्म करना मुश्किल - @ImranKhanPTI  तुम बिस्मिल्लाह कहकर शुरू तो करो  हम स्वाहा कहकर खत्म कर देंगे,1
@JaheerA42147224 @kapilkm20 @SrBachchan जेहादी भीख  मांग कर बन्दूक खरीदेगा क्या ??,2
'@TheDeepak2020In Pok और पाकिस्तान मे   सिर्फ  जेहादी और  आतंकवादी बनने की  ट्रेनिंग मिलती है,2
'आप सभी को इस्लामी नया साल  मुबारक,1
'@Abhishekk_CV @iamsrk @SrBachchan सुशांत सिंह राजपूत के लिए ट्वीट कर देता तो देश भक्त हो जाता है ना  लॉजिक कहा से लाते हो भाई,0
'@KapilMishra_IND सारे जिहादी एक ही काम का है मुसलमान का,2
'हैप्पी हिजरी नववर्ष से  🇦🇪 एक लंबे सप्ताहांत छुट्टी आज!   #HijriNewYear #Hijri1442 #UAE,1
'@VijayVst0502 इस जिहादी को तुरंत गिरफ्तार करना चाहिए,2
'@aajtak इंडिया ने दिवाली पे फोडने के लिए नहीं बनाया है 😂😂,0
'सुशांत सिंह राजपूत से जुड़ी 10 ख़बरें एक साथ पढ़िए #SushantSinghRajputCase #CBICrucialForSSR #CBIforShushant,0
'@baby_kumaribjp @asadowaisi कुत्ते की दुम कभी सीधी नहीं होती #जेहादी,2
'PM मोदी ने एमएस धोनी को लिखा पत्र  क्रिकेट में योगदान को याद किया . . . #Cricket #DhoniThePrideOfIndia,0
@Poojach1992 @Amitsharma0194 @5410pravin @sandeep946816 @SandeepChourha2 ये मुल्लो ने देश को बर्बाद कर दिया हैं ।।। ये जाहिल जिहादी है ।।।,2
'सुशांत सिंह राजपूत के पिता ने जताया CBI जांच पर भरोसा. #ATVideo #SushantSinghRajput,0
'जुम्मा मुबारक़!❣️🦅  घुटने टेक ना दे कोइ बातिल के सामने  बच्चो को फिर सुनाओ किस्सा हुसैन का.  asslamo__alaikum,1
'New post: माही से भारतीय क्रिकेट के कैप्टन कूल तक का सफर मेरी नजर में,0
'ये #शायर तो हो ही नहीं सकता   ये #अल्फ़ाज़ #शायरी नहीं #ज़ेहादी सोंच है ...@DrKumarVishwas,2
'CPL को रमाइलो पक्ष  सुत्ने बेलामा पनि क्रीकेट उठ्ने बेलामा पनि क्रीकेट हुन्छ। गुड चिज हो यो CPL #CPL2020,0
'@ishubhampoddar @maheshpoddarmp @dasraghubar @ZeeBiharNews @BJP4Jharkhand i cannot donate to the जिहादी so sorry🙏,2
'@abbas_nighat @DehaatiLadka ईद मुबारक 🙏🕉️🙏,1
'@PRATIK_THE_IRON भीड़ और शांतिदूत नहीं जिहादी और फसादी बोलिये।,2
'लेस्टरशायर काउंटी क्रिकेट क्लब ने आयरलैंड के गैरेथ डेलानी के साथ किया करार,0
'@LkGyKxCqd1qwFUR माशाअल्लाह क्या दीनी तालीम है .,1
'@LambaAlka @Idea_to_design आ गई गाली सुनने बेशर्म जेहादी,2
'Boycott लाल सिंह चड्ढा  पठान  कभी ईद कभी दिवाली।,0
'@brilliantsweta यह पंचर बनाने लायक भी दिखते है??? जेहादी,2
'#माशा_अल्लाह ये मुसलमान गरीब ज़रूर है मगर ईमान की दौलत भरपूर है। ऐसा ही जज्बा हर मुसलमान में होना चाहिए।,1
'हज़रत इमाम हुसैन अलैहिस्सलाम ने कहा कि अपने मुख से ऐसी बात मत कहो जो आपकी महत्ता को कम कर दे। #TheMessageOfKarbala,1
'@anantvijay कोरोना का नाम सुनते ही जेहादी चल बसा।,2
'आलम ए इस्लाम को इस्लामी नए साल 1442 हिजरी माहे मुहर्रम की मुबारकबाद  #islamicnewyear1442Hijri,1
"'आलम-ए-इस्लाम को इस्लामिक  नया साल ""1442 हिज़री"" मुबारक हो.",1
'@parasgurjar17 @SachinPilot जिंदाबाद,0
'@KaafirVed गाजा में दीवाली की ढेरो बधाई😊💐,0
'@IslamicTongue माशा अल्लाह सही फरमाया आपने,1
'मुसलमान सिर्फ पंचर नही बनाता   राफेल भी उड़ाता है !  #HilalAhmad 🛫 ,1
'@desimojito छोटी दिवाली                              बड़ी दिवाली,0
RT @ALOKOBEROY2: #WeStandWithNupurSharma मारो साल मुल्ला #सैय्यदअब्बास  को।,2
'पूर्णब्रह्म परमात्मा पूर्णब्रह्म परमात्मा अल्लाह हू अकबर,1
'क्योकि छिपे हुए जेहादी है साले,2
'@Arbindraogautam @Mayawati बहुजन समाज प्राटी जिन्दाबाद माननीय बहन कुमारी मायावती जी जिन्दाबाद जिन्दाबाद,0
'@Muskan85106548 भारतीय शक्ति चेतना पार्टी जिंदाबाद शक्ति स्वरूपा संध्या दीदी जी जिंदाबाद 🇧🇴🌺🙏🙏🙏🙏🙏🙏🌺🇧🇴,0
'@shwetasinghkirt आज ईद और दिवाली वाली ख़ुशी हैं !,0
'@zehraavadh @AjazkhanActor अबे वो किस चीज में आई वो नहीं बताया   आतंकवादी बनाने के रैंकिंग में अव्वल आयी है।।।जेहादी,2
'@RjdGpj @abdulsattarrjd जिंदाबाद जिंदाबाद,0
'सुशांत सिंह राजपूत केस | #CBI ने #SSR के घर में क्राइम सीन रीक्रिएट कर फांसी का किया डमी टेस्ट,0
'सिख धर्म के तृतीय गुरु अमरदास जी के ज्योति ज्योत दिवस पर कोटि-कोटि नमन।  नेसार इलाही,1
'@MuhammadumarMIM @ShabistaDr आमीन 🤲,1
"'आलम-ए-इस्लाम को इस्लामिक नया साल ""1442 हिज़री"" बहुत बहुत मुबारक हो❤️",1
'@ArnabGoswami25 @RealRanawat जिहादी मानसिकता है कैसे बोलेंगे,2
'RLD   जयंत जीं चौधरी ✌️✌️🙏🏿 ज़िन्दाबाद,0
'@Nehaa7300 💓🇮🇳हिन्दू -मुस्लिम भाई भाई💓🇮🇳,1
'रिया चक्रवर्ती को CBI करेगी गिरफ्तार? जानें सुशांत सिंह राजपूत के पिता के वकील ने क्या कहा - Hindustan,0
'As-salamu alaykum  हम इमान वाले हैं  अल्लाह हमें तमाम गुनाहों से बचाये  #आमीन,1
'मुंबई क्रिकेट असोसिएशन करणार गौरव #Dhoni  #MCA,0
'@AlokTiwari9335 जिंदाबाद जिंदाबाद,0
'माही से भारतीय क्रिकेट के कैप्टन कूल तक का सफर मेरी नजर में,0
'@ShabinaBano_ फिरोन मूसा अलेहिससलाम के ज़माने में था  इसलाम तो बहूत बाद में आया (after around 1 800 years),1
'अरे तुम तो ईद की सेवईयां खाने घर आते थे  ओर हां तुम भी तो दिवाली पर गुजिया खाने घर आए थे  तो फिर हमें किसने भेजा,0
'@KuldeepHindu10 मुलाकात के लिए बधाई जय हो योगी सेना कुलदीप हिन्दू ज़िंदाबाद,0
शुक्ला जी इ @Tweet2Rhea तो मुल्ला भट्ट का ट्रेनिंग पाकर ऐक्ट्रेस बनने की जगह Black Mailer बन गई। बहुत कुछ सामने आए #SushantTruthNow  #GoBackFaizKhan,2
'तमाम आशिकें रसूलों के लिए आमीन 💞🤲💞,1
'@gopalkagarwal PM @narendramodi जी के दिशा निर्देशों से संभावनाएं हो रही साकार बोलो मोदी सरकार जिंदाबाद ।,0
'अकबर मुसलमान नही था उसने नया मजहब दीने इलाही चलाया था। नया मजहब चलाने का अर्थ है पुराने पर थूकना।,1
'@shrimanojmaurya @RajeevKSachan फिर तो देबी मॉं के चढ़ावे पर इफ़्तार करने वाले काफ़िर हो गये,1
'@dineshbjp09 हमें चाहिए जिहादी मुक्त भारत।,2
'आप सभी को इस्लामिक नये साल 1442 हिजरी की दिली मुबारकबाद,1
'@janardanmis @narendramodi 101%गलत जेहादी मानसिकता को नौकरी देना,2
'बेशक अल्लाह बड़ा रेहम करने वाला हे   रहमतुल आलमिन नबी अकरम मुहम्मद रसूलल्लाह सल्लल्लाहु अलैहि वसल्लम,1
'@WasiuddinSiddi1 माशा अल्लाह मुबारकां 💐,1
'@SurajKrBauddh @KanganaTeam एक अम्बेडकर वादी सौ पे भारी सुरज भैय्या जिंदाबाद,0
'@akpurohitngr तुम दोगलों की पोल खोलनें के लिए हम बैठे हैं। ट्विटर पर कितना अकाउंट बनाएगा तूं और जेहादी साले,2
'@RamkaranNirmal समाजवादी पार्टी के नवमनोनीत जिलाध्यक्षो/महानगर अध्यक्षों को दिली मुबारकबाद।  जय समाजवाद। अखिलेश यादव जिन्दाबाद।,0
'@S_S_Simnani माशा अल्लाह बहुत ख़ूब,1
'सब पर जेहादी रंग चाड चुका है,2
'कांग्रेस पार्टी. जिंदाबाद,0
'@rpsinghraipur जियो  जवानी  जिंदाबाद। डाइट में लिक्विड बढ़ा दीजिए 😉,0
'@SushilAsopa कांग्रेस जिंदाबाद @SachinPilot  जी जिंदाबाद,0
'अभिनंदन करता हु...💐💐  🙏जय निषाद राज 🙏निषाद पार्टी ज़िंदाबाद 🙏डॉ संजयकुमार निषाद जिन्दाबाद,0
'@KhubaibRah002 @ProfNoorul आमीन,1
'@AZK_Khan_Vip इंशाअल्लाह #देवबंद_जींदाबाद,0
'@shivprasadya @yadavakhilesh जुम्मा मुबारक,1
'पूरा हिंदुस्तान जानता है की सुशांत सिंह राजपूत का खून हुआ अब सीबीआई की इज्जत तराजू के पलड़े मेँ है बोले तो सीबीआई इज्जत का सवाल है,0
'@ShifatTayba @BushraAnjum_ आपकी नवाज़िश का बहुत बहुत शुक्रिया।अल्लाह अपनी और अज़ीम बुलंदियाँ नसीब फ़रमाये।आमीन,1
'@muscatphoto इस्राइल दिवाली गाज़ा में दिवाली मना रहा है तुम लोगो की क्यों जल रही है,0
'@ferrarinotfiat शुभ रात्रि। अच्छा लिखते है आप  बाकी राय तो हम भी रख सकते है  और जब बात क्रिकेट और नोलन की मूवी की हो तो क्यों ना !!🤗🤗🙏,0
'@___noaman Abbey converted chuslim  tera islam to existence mein bhi nhi tha jabse hinduism hai aur tere khalife yha marwane aaye they tu unhi ki Paidaish hai talwar kay jor pr salwar pehan li ,2
'@friendsofrss @SIRDHARMENDRA1 जेहादी दीदी की सरसरार है......!!!,2
'ए अल्लाह एक ऐसी बारिश 🌧 करदे जिसमे तेरी रहमतो का सेनिटाइजर मिला हो। ताकि यह जमीं फिर से खूबसूरत बन सके और ये बीमारी खत्म हो। #आमीन 🤲🤲,1
"'हर महीने किसी न किसी शहर को जलाने वाली ""जिहादी कौम"" के रहते देश \'शांति\' से जी सकता है ?? नहीं .. कभी नहीं ... तो फिर इसका उपचार क्या है ??",2
'अल्लाह sw सेहत वाली लंबी जिंदगी दे आमीन,1
'आतंकवादी कोम को अगर देश से प्यार होता  तो अपना ही देश ना फूंकते... जिहादी जाहिल जंगली,2
'@javedSiddiqui0 @ANSARI__0 आमीन सुम्मा आमीन 🤲 #KashmirSecondPalestine,1
'क्या दिवंगत बॉलीवुड अभिनेता सुशांत सिंह राजपूत इस वीडियो में अपनी भांजी के साथ डांस करते नजर आ रहें हैं?,0
'इस खूबसूरती को भी सबसे बड़ा खतरा जेहादी दंगाइयों से है  उनसे बच जाए तो यह सारी दुनिया ही खूबसूरत है।  #BangloreRiots,2
'गणेश चतुर्थी के मौके पर  सुशांत सिंह राजपूत की थ्रोबैक Photo वायरल   गणपति बप्पा संग यूं आए नजर - NDTV,0
'@KapilMishra_IND ये जेहादी हैं  इनका इजाल सिर्फ योगी बाबा के पास। हिंदुओं को भी प्रतिकार ऐसे ही करना चाहिए,2
'क्रिकेट से संन्यास के बाद निशानेबाजी में हाथ आजमा सकते हैं धोनी  एनआरएआई के है आजीवन सदस्य,0
'इंकलाब जिंदाबाद,0
'@CNBC_Awaaz आये दिन मुस्लिम हिन्दुओं के देवी देवताओं को गाली देते हैं  रेहमानी को सामान्य लगती है. जेहादी लोग ऐसे ही तर्क देते रहते हैं.,2
'@SanuYogbharti @PrteekMishra1 @AJAYAWASTHI108 @Sandhya_bscp @Anshika55207716 @poojabmks भारतीय शक्ति चेतना पार्टी जिंदाबाद जिंदाबाद,0
'@abhishchorasiya @MehHarshil अरे भाई उनको जेहादी कहते हैं,2
'@_YogendraYadav प्रशांत भूषण जिंदाबाद,0
'सुशांत सिंह राजपूत के पड़ोसी का खुलासा  13 जून की रात को जल्दी बंद हो गई थी घर की लाइट #SushantSinghRajput,0
'हाला ला से आला मुल्ला   तुझे नरक में पठाएंगे । जहां तू बकरी बचाएगा   कागज दिखाएगा । बाद किया तो जन्नत भी पाएगा । https://t.co/f13vqUmUNZ,2
'@kamil1991k @aajtak @sunilJbhat और वहां से जिहादी भी निकलते है।,2
'@MamataOfficial अपनी उलटी गिनती शुरू करदे तेरे जाने का समय हो गया है #जेहादी_ममता,2
'तमाम आलमे इस्लाम को नया साल 1442 हिजरी मुबारक हो। #HappyIslamicNewYear_1442,1
'@kareemmimbar78 @Ziddi_Zaarif @MohdAshabAbbas3 पर मिलेगा कुछ नही वही जिंदाबाद मुर्दाबाद करते रह जायेंगे,0
'@fawjirana इसे ऐसे ही रहने दो राणाजी दीवाली के आसपास भी एक ईद आनेवाली होगी 😀,0
'@BRAND_SATYAM77 @champ4561 #नोटा_जिंदाबाद,0
'@Asthakaushik05 🌹बहुत सही हम अपमान नहीं देखना चाहते अपने धर्म की up पुलिस प्रशासन जिंदाबाद 🇮🇳💪🙏,0
'तमाम लोगों को इस्लाम का नया साल मुबारक  1442 हिजरी  अल्लाह सुभाना तलाहा हम सब पर रहम़तों की बारिश बरसाए  आमीन,1
'@dukki25 सब का सेक्यूलरपना ढीला हो गया  अंदर तो जेहादी ही है एक,2
'@chaturbhujkush नशामुक्त भारत बनाने का संकल्प  भारतीय शक्ति चेतना पार्टी जिन्दाबाद  संध्या दीदी जिन्दाबाद,0
'@Lawyer_Kalpana @bhaveshkpandey यह जिहादी अगर स्वमं ही देश से भी निकल जायें तो बात बन जायें,2
'आमीन सुम्मा आमीन या रब्बुल आलमीन  😥😥🤲🤲🤲,1
'@Neelesh36941261 @bscp_bharat नशामुक्त भारत बनाने का संकल्प  भारतीय शक्ति चेतना पार्टी जिन्दाबाद  संध्या दीदी जिन्दाबाद,0
'@ANSHUBAJPAI1 @INCIndia तो आप को बता दू। कसाब और कलाम में फर्क है।  ये कल भी जिहादी था। ये आज भी जिहादी है और रहेगा।  #BangloreRiots,2
"'@Rukhsarshayra Aapko bhi *🕌आलम-ए-इस्लाम🕋* को इस्लामिक नया साल ""1442 हिज़री"" मुबारक हो!  🌴🌴🌴🌴🌴 *Islamic NewYear1442* 🌹🌹🌹🌹🌹",1
'@RAMDAYALVISHAW1 @sambitswaraj धिक्कार है तुम पर । काश कोई जिहादी तुझे निपटा दे। क्योकि तू कितना भी भाईचारा करले तू भी काफिर ही रहेगा।।,2
'मसाल छाप पर बटन दवाना है समता पार्टी को जिताना है उदय मंडल जी जिन्दाबाद 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼 समता पार्टी जिन्दाबाद 🙏🏼 🙏🏼🙏🏼🙏🏼🙏🏼,0
'नींद आँखों में पिरोने की इजाज़त दे दे  ऐ शब-ए-ग़म अब हमें सोने की इजाज़त दे दे #ख़ुदा_हाफ़िज़,0
'इलाही कैसी कैसी सूरतें तू ने बनाई हैं  कि हर सूरत कलेजे से लगा लेने के क़ाबिल है   #गाँव_की_सुबह #WednesdayWisdom,1
'@AshrafFem @ProfNoorul आमीन,1
"'क्या जिहादी #Jihadists राक्षसों के वंशज हैं ? पढ़ें ""वमन""   via @tcounterviews",2
'@TheDeepak2020In तथाकथित इस्लामिक जेहादी लेहरू की कथित जिहादी अवैध संतान कथित अमिताभ श्रीवास्तव,2
'@PramodkumarTriv प्रेम तो भगवन श्री कृष्ण के  साथ गोपियों न किया था   ये  जेहादी क्या प्रेम करेंगे  य तो सिर्फ भूखे है  - डॉक्टर साब,2
'ज़ुल्म के शिकार हर बेगुनाह को अल्लाह तआला उनके परिवारों से ऐसे ही मिला दें....आमीन!!,1
'@BhupinderSHooda @kumari_selja @INCHaryana @INCIndia @RahulGandhi @priyankagandhi चौधरी भूपेंदर सिंह हूडा जिंदाबाद,0
'@GautamiPragya मन को विचलित करने वाली कितनी भी परिस्थितियाँ क्यों न हों पर एक धैर्यवान पुरुष कभी भी विचलित नहीं होता: झांसी की रानी जिंदाबाद,0
'@Republic_Bharat @aajtak FIR पटना की है तो जेल आर्थर रोड़ में क्यो  पटना जेल क्यो नही  #सुशांत_सिंह_राजपूत  #CBI #अभियुक्त,0
'बहुत बहुत बधाई आदरणीय MLC साहब  @DrRajpalKashyap ज़िंदाबाद,0
'@AjayLalluINC कांग्रेस पार्टी ज़िंदाबाद,0
'सुशांत सिंह राजपूत की संदिग्ध मौत के मामले में CBI साइकोलॉजिकल ऑटोप्सी करेगी : सूत्र #SushantSinghRajput #CBI,0
जिस तहरीक (Muslim brotherhood) ने इतनी शहादतें दी हो वो एक दिन जरूर रंग लाएगी उस सरजमीं पर अल्लाह का निज़ाम कायम होगा। ऐ हमारे कायद मुहम्मद मुर्सी तुमको हमारा आखिरी सलाम। अल्लाह आपके दरजात को बुलंद फरमाए। #MuhammedMursi #Morsi #muslimbrotherhood #Egypt ,1
'आलम ए अहले सुन्नत वल जमात को  मुहर्रम उल हराम का चांद बहुत बहुत मुबारक  और  इस्लामी नया साल भी बहुत बहुत मुबारक,1
'@ZainabJKhan तुम रास्ट्रवादी थोरी हो   तुम तो जेहादी हो जो मेरे भारत देश को खोखला कर रहे हो,2
'ये सब जेहादी फेकु है  पप्पू कभी भी पास नहीं होगा।,2
'इजरायल दीवाली मना रहा है पिछले 10 दिनों से 🔥,0
"""@IRounak_ यूट्यूब के कई चैनलों पर जिहादी शाहरूख खान की मूवी 'पठान' की ट्रेलर रिलीज हुई है.. उसका घर बीके या घरवाली DisLike का अंबार लगा दो..",2
'@Shabbo_Khan_ अलहम्दुलिल्लाह  अल्लाह आपकी खुशियों को सलामत रखे और डाॅक्टर कफील सर को हर मुसीबत से बचाए  आमीन,1
"""@ajeetbharti इंशल्ला ( whatever ) ये दिवाली  शीघ्र ही हर ' बवासीर ' देश में मनाई जाए । 😂😂",2
"@JainKiran6 इंसान के रूप मैं ये मुल्ला जनवर है, इनको बस मारना और काटना पसंद है, हिन्दुओ जिस नंदी को तुम शिव जी के सेवक मानते हो उसको ये mulle ऐसे मारेंगे फिर भी तुम इनसे दोस्ती की बात करोगे... ऐसे Secular हिन्दुओ तुम भविष्य के chusalman बनोगे देख लेना…",2
'@GalaxyAbhishek ममता बानो = #जेहादी_ममता,2
'हिजरी 1442 की बधाई।,1
'@sabnam24 इफ़्तार पर बुलाने का इरादा है क्या,1
'@_niikhii माशाअल्लाह,1
'@KanganaTeam साड़ियो में माशाअल्लाह हशीन लगती हो  मेरे दिल का टुकड़ा टुकड़ा जमीन लगती हो              - अजीत उत्तर परदेशी,0
'@lalitjha1984 ये पक्का वाला जेहादी है।,2
'@__Aafia__ माशा अल्लाह मेरे तरफ से आपको बहुत-बहुत तहे दिल से मुबारकबाद अल्लाह ताला आपको और भी कामयाबी दे हमेशा खुश रहो,1
'@MOHD_RAEES786 Alaykum Salaam wa Rahmatullah.. इलाही आमीन,1
'@Gururudrakumar जन जन की विश्वास की सरकार भुपेश सरकार   रुद्र गुरु जिन्दाबाद,0
'Hello everybody   मैं कुछ दिनों से hold par tha  अब शुरू होगा 🌷🌷 #इंकलाब_जिंदाबाद,0
"@AakibKunwar @MajorUpadhyay @SadhviPragya_MP Lagtaa toh yeh bhi nahi hai ki aap log Shantidoot Ho Phir bhi kehlate Ho na..... ""pisslam is a religion of peace"" bullshit.",2
'@Republic_Bharat एक और जिहादी आने वाला है,2
'@sambitswaraj ऐसे ही जिहादी से इस मुल्क को बचाना है  और ये कड़वा सच है की हमारे कौम के 99 प्रतिशत लोग ऐसे ही जिहादी मानसिकता के लोग हैं।,2
'@Rathour_saheb आहट इंदौरी के जेहादी,2
'@996Nalin @UPPCLLKO वोट बिजली के होली और दीवाली पे आने के चुनावी भाषण पे दिया था न? न तो अभी होली है और न दीवाली तो कृपया इन्तेजार कीजिये🙏,0
'@DrAshokAgrawal4 @MalikBirpal जिन्दाबाद जिन्दाबाद,0
"'#HappyIslamicNewYear to All Muslims.  आलम-ए-इस्लाम को इस्लामिक नया साल ""1442 हिज़री"" मुबारक हो!  #IslamicNewYear1442",1
'@sambitswaraj @imsima_dobriyal ईंट और पत्थर रखना  देश के नागरिकों का काम नहीं हां जिहादी ऐसा करते हैं।,2
'@Hercule____ @Chetan8120 @harsha_kavi_ @bhupeshbaghel @OmarAbdullah Moblynching sabse pehle popat chudambar mahamad ne shuru kiya jab dallah ne order kiya tha usko. Meowdharchod chusalman 🤣🤣 ,2
'@BushraAnjum_ बेशक   माशा अल्लाह,1
'@yogenderayogi @BhupinderSHooda @DeependerSHooda भाई योगेंद्र योगी जिंदाबाद,0
'@WasiuddinSiddi1 माशाअल्लाह  अल्लाह सलामत रखे आपको,1
'@aditi_tyagi 11 का खेल है क्रिकेट।दस इन्द्रियाँ 1 मन = 11 मन हर समय करता रहता है चौके छक्के लगते रहें।,0
'@JVSinghINC बाबा साहब जिन्दाबाद,0
'मोहम्मद फहीम इरफान साहब जिंदाबाद,0
'@INCIndia याक़ूब भी तेरे  ओसामा भी तेरे । ये सभी जिहादी भी तेरे।,2
@mohdwajahatali4 @RAVINDR01684528 @INCChhattisgarh जेहादी।🤒,2
'@AmjadRa92060801 बेशक मेरे भाई  अल्लाह हाफ़िज़ 😊 Good Night 💐,1
'@Asifrahmanmolla ख़ुदा आफ़ियत में रखे सबको . . आमीन 🤓,1
"'आलम-ए-इस्लाम को इस्लामिक नया साल ""1442 हिज़री"" मुबारक हो!   #islamicnewyear1442  💕",1
'@aajtak  #पीडीपी #अब्दुल्लाह #मुफ्ती #जेहादी आतंक मचाए   और भारत सरकार इनसे बात करे !,2
@Rahul67492276 सभी जेहादी है  जय श्री राम 🙏 🙏 भाई,2
'@Dr_Uditraj जेहादी नही है इसलिए,2
'दीवाली के रॉकेट को देख के यह एहसास हुआ कि  अगर जीवन में ऊँचाइयों तक पहुँचना है तो  बोतल का सहारा तो लेना ही पड़ेगा।😛😌😜😛🍻🍻🍺🍷🍷🍾🍾,0
'@AbhaySChautala ईंकलाब जींदाबाद,0
'#मुस्लिम कैलेंडर का #नया_साल_हिजरी_1442 की सभी को बहुत-बहुत #मुबारकबाद #अल्लाह इस साल अपनी #रहमतों की #बारिश अता फरमाए 💐🤲🤲💐,1
'@sambitswaraj यह जिहादी bsdk जब तक कटेंगे नहीं तब तक सुधरेंगे नहीं,2
'@YogeshKMishra2 @SushantBSinha @KanganaTeam 😂🤣 अंधभक्ति जिंदाबाद!,0
'@Dr_Uditraj जय भीम उदित राज जिंदाबाद,0
'@MrYaduvansh @myogioffice @myogiadityanath @BJP4India @BJP4UP @swatantrabjp @CMOfficeUP सुभाष भईया जिंदाबाद,0
'@AzadSenaChief @AshishS50489819 सपाक्स पार्टी जिंदाबाद,0
'@SantoshRanjan_ @JhaGunjesh जिहादी सूअर,2
'भीम आर्मी जिन्दाबाद #Casteist_Kangana,0
'मैं एक हिन्दू  हूं और हर एक हिन्दू मेरा अपना भाई है कृपया तोड़ने वालों से सतर्क रहें..  🚩हिन्दू एकता जिंदाबाद💪🙏,0
'@pbhushan1 चोर है जिहादी इसको फांसी पे लटकाओ ऐसे नाकारा को  #prashantbhushan,2
'अपनी पिछली चार पीढ़ियों के पूर्वजों (अपने दादा परदादाओं) के नाम भूलने वाले जेहादी बोल रहे हैं कि  बाबरी को याद रखा जाएगा...!!!🤣🤣,2
'@fuckseculariasm @AAOLion #राहत-जिहादी🐖,2
'एक गंदी मछली पूरे तालाब को गंदा कर देती है। एक जिहादी गद्दार पूरे समाज पर कलंक लगाता है।,2
'1442 हिजरी का पहला जुमा मुबारक।   Allah bless us 😊,1
'‘@अल्लाह हू अकबर’ के नारों के साथ इस्लामी भीड़ ने की हिंसा  पुलिस पर पत्थरबाजी और आगजनी के बाद स्वीडन में दहशत,2
'Congrats भाई 🌷🌹🥀🌻🥀 हमारी दुआ है जल्दी ही 10K पूरे हों।  आमीन  शुम्मा अमीन,1
'@TheHinduCinema @the_hindu जिहादी है ये ।,2
'@avinashonly हिंदु धर्म पर ज्ञान बांटने वाले यदि और कहि ज्ञान बांटने लगे तो मुहं लाल पिछवाड़ा काला कर देंगें जेहादी,2
'@NagarJitendra वामपंथी और जेहादी ने भारत का इतिहास बाबर लूटेरे सल्तनत को बताया है।,2
'मुस्लिम कैलेंडर का नया साल हिजरी 1442 की सभी को बहुत-बहुत मुबारकबाद अल्लाह इस साल अपनी रहमतों की बारिश अता फरमाए।।,1
'कॉन्ग्रेस की गोद में बैठे जिहादी दंगाई भारत के लिए बहुत हानिकारक है।  #CongressSupportsRiots  #congressmuktbharat,2
'इसे कहते हैं सादगी  #तुर्की के राष्ट्रपति बच्चे की #कुरान पाक सुनते हुए ❤️ #माशाअल्लाह  #SupportGaza,1
'@Sunil_SharmaINC संदीप दीक्षित आज नहीं तो कल अपनी फितरत फिर दिखायेंगे हमारे जैसे उल्लू उनकी जिंदाबाद लगायेंगे,0
'मुंबई: सुशांत सिंह राजपूत के दोस्त सिद्धार्थ पिठानी डीआरडीओ गेस्ट हाउस पहुंचे। #Maharashtra,0
'@HaiderA29336233 सुभान अल्लाह,1
'हरामखोर मुफ्तखोर हलालाखोर तलाकखोर जेहादि साला मवेशी का मांस खा रहा होगा।,2
'आलम-ए-इस्लाम को इस्लामिक नया साल   1442 हिज़री मुबारक..!,1
'@ahmedpatel अल्लाह ताला आपको सलामत रखे जनाब,1
'बेहतरीन पोस्ट है..माशा अल्लाह। @SakinaQureshi9,1
'@ZainabAjaz2 @MrParvezPathan2 माशा अल्लाह,1
'@JM_Scindia @goyal_munnalal श्रीमंत ज्योतिरादित्य सिंधिया जी जिंदाबाद भारतीय जनता पार्टी जिंदाबाद,0
'@RehanKh16560623 @JAafia आमीन,1
'@KanganaTeam सुशांत सिंह राजपूत की हत्या से वेहद दुःखी हैं हमारे नेता एवं राष्ट्रभक्त  मैं विपक्षियों की बात नहीं कर रहा हूं।,0
"""यही सीबीआई अभी सुशांत सिंह राजपूत की 'आत्महत्या' मामले की जांच कर रही है! राजनीतिक सुर्खियां बनाने के अलावा किसी नतीजे पर भी पहुंचेगी!",0
'@PrayagrajWale @TheDeepak2020In @DChaurasia2312 @ippatel @PrajwalBusta @prayagraj_pol हिंदू एकता जिंदाबाद हिंदू राष्ट्र जिंदाबाद🚩🚩,0
'सीपीएल टी-ट्वान्टी क्रिकेट : सन्दीपले लिए पहिलो खेलमै विकेट | NewsKarobar,0
'@realSonuNigam0 @dashrathnandan_ दो कौड़ी के जेहादी खुद को बॉलीवुड का मसीहा समझते है.,2
'@YagnikNikitaben अपनें बच्चों को बचपन से हीं इस जेहादी क़ौम की कृरता के बारें में बताते रहना चाहिए ।।,2
'या अल्लाह कश्मीरियों की गैब से मदद फरमा  मासूम बहनों बेटियों की इज्जत आबरू की हिफ़ाज़त फरमा    आमीन😥  #KashmirSecondPalestine,1
'@vinodkapri क्यों कोई बहुत बड़ा वैज्ञानिक था या कोई समाज सेवी था   एक जिहादी मानसिकता वाले सायर था,2
'@Nargis_Ansari73 माशा अल्लाह,1
'@Drpremsaisingh @CgSeekh @jobzachariah कांग्रेस जिन्दाबाद आदरणीय डॉक्टर प्रेमसाय सिंह जिन्दाबाद,0
